No,Nama Prodi,Nama PT,Jenjang,LLDikti,
10236,Manajemen Pendidikan Islam,STIT Islamiyah Karya Pembangunan Paron Ngawi,S1,,
10237,Pendidikan Guru Madrasah Ibtidaiyah,STIT Islamiyah Karya Pembangunan Paron Ngawi,S1,,
10238,Pendidikan Islam Anak Usia Dini,STIT Islamiyah Karya Pembangunan Paron Ngawi,S1,,
10239,Pendidikan Agama Islam,STIT Islamiyah Karya Pembangunan Paron Ngawi,S1,,
10240,Pendidikan Agama Islam,STIT Jembrana Bali,S1,,
10241,Pendidikan Bahasa Arab,STIT Jembrana Bali,S1,,
10242,Manajemen Pendidikan Islam,STIT Madina Sragen,S1,,
10243,Pendidikan Guru Madrasah Ibtidaiyah,STIT Madina Sragen,S1,,
10244,Pendidikan Islam Anak Usia Dini,STIT Madina Sragen,S1,,
10245,Pendidikan Islam Anak Usia Dini,STIT Makhdum Ibrahim (STITMA) Tuban,S1,,
10246,Pendidikan Agama Islam,STIT Miftahul Ulum Bangkalan,S1,,
10247,Pendidikan Guru Madrasah Ibtidaiyah,STIT Misbahul Ulum Gumawang Belitang OKU Timur,,,
10248,Manajemen Pendidikan Islam,STIT Misbahul Ulum Gumawang Belitang OKU Timur,,,
10249,Pendidikan Agama Islam,STIT Muhammadiyah Aceh Barat Daya,S1,,
10250,Pendidikan Agama Islam,STIT Muhammadiyah Bangil,,,
10251,Pendidikan Agama Islam,STIT Muhammadiyah Banjar,S1,,
10252,Pendidikan Agama Islam,STIT Muhammadiyah Bojonegoro,S1,,
10253,Pendidikan Bahasa Arab,STIT Muhammadiyah Bojonegoro,S1,,
10254,Pendidikan Guru Madrasah Ibtidaiyah,STIT Muhammadiyah Bojonegoro,S1,,
10255,Pendidikan Islam Anak Usia Dini,STIT Muhammadiyah Bojonegoro,S1,,
10256,Pendidikan Agama Islam,STIT Muhammadiyah Kendal,S1,,
10257,Pendidikan Agama Islam,STIT Muhammadiyah Lumajang,S1,,
10258,Pendidikan Agama Islam,STIT Muhammadiyah Pacitan,S1,,
10259,Pendidikan Bahasa Arab,STIT Muhammadiyah Pacitan,S1,,
10260,Pendidikan Agama Islam,STIT Muhammadiyah Tempurejo Ngawi,S1,,
10261,Pendidikan Islam Anak Usia Dini,STIT Muhammadiyah Tempurejo Ngawi,S1,,
10262,Pendidikan Guru Madrasah Ibtidaiyah,STIT Muhammadiyah Tempurejo Ngawi,S1,,
10263,Manajemen Pendidikan Islam,STIT Muhammadiyah Tempurejo Ngawi,S1,,
10264,Pendidikan Islam Anak Usia Dini,STIT Multazam,S1,,
10265,Pendidikan Agama Islam,STIT Multazam,S1,,
10266,Manajemen Pendidikan Islam,STIT Multazam,S1,,
10267,Pendidikan Agama Islam,STIT Nurul Hikmah Cianjur,S1,,
10268,Pendidikan Guru Madrasah Ibtidaiyah,STIT Pagar Alam,,,
10269,Pendidikan Guru Madrasah Ibtidaiyah,STIT Palapa Nusantara Lombok Nusa Tenggara Barat,S1,,
10270,Pendidikan Agama Islam,STIT Palapa Nusantara Lombok Nusa Tenggara Barat,S1,,
10271,Manajemen Pendidikan Islam,STIT Palapa Nusantara Lombok Nusa Tenggara Barat,S1,,
10272,Pendidikan Islam Anak Usia Dini,STIT Palapa Nusantara Lombok Nusa Tenggara Barat,S1,,
10273,Pendidikan Agama Islam,STIT Pemalang,S1,,
10274,Manajemen Pendidikan Islam,STIT Pemalang,S1,,
10275,Pendidikan Islam Anak Usia Dini,STIT Pemalang,S1,,
10276,Pendidikan Guru Madrasah Ibtidaiyah,STIT Pemalang,S1,,
10277,Pendidikan Bahasa Arab,STIT Pemalang,S1,,
10278,Manajemen Pendidikan Islam,STIT Pringsewu Lampung Selatan,S1,,
10279,Pendidikan Bahasa Arab,STIT Pringsewu Lampung Selatan,S1,,
10280,Pendidikan Guru Madrasah Ibtidaiyah,STIT Pringsewu Lampung Selatan,S1,,
10281,Pendidikan Bahasa Arab,STIT PTI Al-Hilal Sigli Kab. Pidie,S1,,
10282,Pendidikan Agama Islam,STIT Raudhatul Ulum,,,
10283,Pendidikan Agama Islam,STIT Serang,S1,,
10284,Pendidikan Agama Islam,STIT Sunan Giri Bima,,,
10285,Pendidikan Guru Madrasah Ibtidaiyah,STIT Sunan Giri Bima,,,
10286,Pendidikan Agama Islam,STIT Sunan Giri Trenggalek,S1,,
10287,Pendidikan Agama Islam,STIT Syamsul Ma`arif Bontang,S1,,
10288,Pendidikan Agama Islam,STIT Syarif Abdurrahman Singkawang,,,
10289,Pendidikan Islam Anak Usia Dini,STIT Syekh Burhanuddin Pariaman,S1,,
10290,Pendidikan Agama Islam,STIT Syekh Burhanuddin Pariaman,S1,,
10291,Pendidikan Islam Anak Usia Dini,STIT Syekhsaman Al-Hasan,S1,,
10292,Pendidikan Islam Anak Usia Dini,STIT Tarbiyatun Nisa Sentul-Bogor,S1,,
10293,Pendidikan Agama Islam,STIT Tarbiyatun Nisa Sentul-Bogor,S1,,
10294,Pendidikan Agama Islam,STIT YA`MAL Tangerang,S1,,
10295,Pendidikan Agama Islam,STIT YPI Al-Yaqin Muaro Sijunjung,,,
10296,Pendidikan Agama Islam,STIT YPI Kerinci,S1,,
10297,Pendidikan Islam Anak Usia Dini,STIT YPI Kerinci,S1,,
10298,Teknik Sipil,STITEK Bina Taruna,S1,16,
10299,Teknik Elektro,STITEK Dharma Yadi Makassar,S1,9,
10300,Teknik Sipil,STITEK Dharma Yadi Makassar,S1,9,
10301,Teknik Mesin,STITEK Dharma Yadi Makassar,S1,9,
10302,Teknik Industri,STITEK Dharma Yadi Makassar,S1,9,
10303,Pendidikan Islam Anak Usia Dini,STITNU Al Hikmah Mojokerto,S1,,
10304,Pendidikan Guru Madrasah Ibtidaiyah,STITNU Al Hikmah Mojokerto,S1,,
10305,Pendidikan Islam Anak Usia Dini,STITNU Al-Mahsuni,S1,,
10306,Manajemen Pendidikan Islam,STITNU Al-Mahsuni,S1,,
10307,Pendidikan Islam Anak Usia Dini,STITNU Sakinah Dharmasraya,S1,,
10308,Ilmu Al-Qur'an Dan Tafsir,STIU Al-Mujtama Pamekasan,S1,,
10309,Ilmu Al-quran Dan Tafsir,STIU Darul Hikmah Bekasi,S1,,
10310,Ilmu Al-Qur'an Dan Tafsir,STIU Dirosat Islamiyah Al-Hikmah Jakarta Selatan,S1,,
10311,Pendidikan Dan Pengajaran Agama Katolik,STK St. Yakobus Merauke,S1,,
10312,Pendidikan Dan Pengajaran Agama Katolik,STK Touye Paapaa Deiyai Keuskupan Timika,S1,,
10313,Pendidikan Biologi,STKIP  La Tansa Mashiro,S1,4,
10314,Pendidikan Matematika,STKIP  La Tansa Mashiro,S1,4,
10315,Pendidikan Bahasa Inggris,STKIP  La Tansa Mashiro,S1,4,
10316,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Abdi Wacana Wamena,S1,14,
10317,Pendidikan Matematika,STKIP Abdi Wacana Wamena,S1,14,
10318,Pendidikan Bahasa Inggris,STKIP Abdi Wacana Wamena,S1,14,
10319,Pendidikan Matematika,STKIP Adzkia,S1,10,
10320,Pendidikan Fisika,STKIP Adzkia,S1,10,
10321,Pendidikan Bahasa Indonesia,STKIP Adzkia,S1,10,
10322,Pendidikan Agama Hindu,STKIP Agama Hindu Amlapura,S1,8,
10323,Pendidikan Guru Sekolah Dasar,STKIP Agama Hindu Amlapura,S1,8,
10324,Pendidikan Bahasa Bali,STKIP Agama Hindu Amlapura,S1,8,
10325,Pendidikan Bahasa Inggris,STKIP Agama Hindu Amlapura,S1,8,
10326,Pendidikan Bahasa Inggris,STKIP Agama Hindu Singaraja,S1,8,
10327,Pendidikan Agama Hindu,STKIP Agama Hindu Singaraja,S1,8,
10328,Penerangan Agama Hindu,STKIP Agama Hindu Singaraja,S1,8,
10329,Pendidikan Matematika,STKIP Ahlussunnah,S1,10,
10330,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Ahlussunnah,S1,10,
10331,Pendidikan Pancasila Dan Kewarganegaraan,STKIP Ahlussunnah,S1,10,
10332,Pendidikan Geografi,STKIP Ahlussunnah,S1,10,
10333,Pendidikan Ekonomi,STKIP Aisyiyah Riau,S1,10,
10334,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP Aisyiyah Riau,S1,10,
10335,Pendidikan Matematika,STKIP Al Amin Dompu,S1,8,
10336,Pendidikan Biologi,STKIP Al Amin Dompu,S1,8,
10337,Pendidikan Bahasa Inggris,STKIP Al Azhar Diniyyah Jambi,S1,10,
10338,Pendidikan Fisika,STKIP Al Hikmah Surabaya,S1,7,
10339,Pendidikan Bahasa Indonesia,STKIP Al Hikmah Surabaya,S1,7,
10340,Pendidikan Guru Sekolah Dasar,STKIP Al Hikmah Surabaya,S1,7,
10341,Pendidikan Bahasa Inggris,STKIP Al Hikmah Surabaya,S1,7,
10342,Pendidikan Bahasa Arab,STKIP Al-Washliyah,S1,13,
10343,Bimbingan Dan Konseling,STKIP Andi Mattappa,S1,9,
10344,Pendidikan Guru Sekolah Dasar,STKIP Andi Mattappa,S1,9,
10345,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP An-nur Nangro Aceh,S1,13,
10346,Pendidikan Pancasila Dan Kewarganegaraan,STKIP Arrahmaniyah,S2,4,
10347,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP Babunnajah Pandeglang,S1,4,
10348,Pendidikan Guru Sekolah Dasar,STKIP Babunnajah Pandeglang,S1,4,
10349,Pendidikan Matematika,STKIP Banten,S1,4,
10350,Pendidikan Guru Sekolah Dasar,STKIP Banten,S1,4,
10351,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP Banten,S1,4,
10352,Pendidikan Bahasa Inggris,STKIP Banten,S1,4,
10353,Pendidikan Ekonomi,STKIP Bima,S1,8,
10354,Bimbingan Dan Konseling,STKIP Bima,S1,8,
10355,Pendidikan Biologi,STKIP Bima,S1,8,
10356,Pendidikan Kimia,STKIP Bima,S1,8,
10357,Pendidikan Bahasa Indonesia,STKIP Bina Bangsa Getsempena,S1,13,
10358,Pendidikan Bahasa Inggris,STKIP Bina Bangsa Getsempena,S1,13,
10359,Pendidikan Guru Sekolah Dasar,STKIP Bina Bangsa Meulaboh,S1,13,
10360,Pendidikan Biologi,STKIP Bina Bangsa Meulaboh,S1,13,
10361,Pendidikan Matematika,STKIP Bina Bangsa Meulaboh,S1,13,
10362,Pendidikan Matematika,STKIP Bina Insan Mandiri,S1,7,
10363,Pendidikan Bahasa Inggris,STKIP Bina Insan Mandiri,S1,7,
10364,Pendidikan Guru Sekolah Dasar,STKIP Bina Insan Mandiri,S1,7,
10365,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP Bina Insan Mandiri,S1,7,
10366,Pendidikan Pancasila Dan Kewarganegaraan,STKIP Budidaya,S1,1,
10367,Pendidikan Bahasa Indonesia,STKIP Bumi Persada Lhokseumawe,S1,13,
10368,Pendidikan Informatika,STKIP Bumi Persada Lhokseumawe,S1,13,
10369,Pendidikan Bahasa Inggris,STKIP Bumi Persada Lhokseumawe,S1,13,
10370,Pendidikan Bahasa Inggris,STKIP Citra Bina Nusantara,S1,15,
10371,Pendidikan Informatika,STKIP Citra Bina Nusantara,S1,15,
10372,Pendidikan Matematika,STKIP Dampal Selatan,S1,16,
10373,Pendidikan Bahasa Inggris,STKIP Dampal Selatan,S1,16,
10374,Pendidikan Pancasila Dan Kewarganegaraan,STKIP Dampal Selatan,S1,16,
10375,Pendidikan Fisika,STKIP Darud Da Wah Wal Irsyad Pinrang,S1,9,
10376,Pendidikan Guru Sekolah Dasar,STKIP Darussalam Cilacap,S1,6,
10377,Pendidikan Jasmani Kesehatan Dan Rekreasi,STKIP Darussalam Cilacap,S1,6,
10378,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Darussalam Cilacap,S1,6,
10379,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Gotong Royong Masohi,S1,12,
10380,Pendidikan Guru Sekolah Dasar,STKIP Hamzar,S1,8,
10381,Pendidikan Anak Usia Dini,STKIP Hamzar,S1,8,
10382,Pendidikan Guru Sekolah Dasar,STKIP Harapan Bima,S1,8,
10383,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Harapan Bima,S1,8,
10384,Pendidikan Matematika,STKIP Harapan Bima,S1,8,
10385,Pendidikan Olah Raga,STKIP Harapan Bima,S1,8,
10386,Pendidikan IPA,STKIP Harapan Bima,S1,8,
10387,Pendidikan Informatika,STKIP Harapan Bima,S1,8,
10388,Pendidikan Bahasa Indonesia,STKIP Hatta Sjahrir,S1,12,
10389,Pendidikan Matematika,STKIP Hatta Sjahrir,S1,12,
10390,Pendidikan Sejarah,STKIP Hatta Sjahrir,S1,12,
10391,Pendidikan Jasmani,STKIP Hermon Timika,S1,14,
10392,Pendidikan Matematika,STKIP Hermon Timika,S1,14,
10393,Pendidikan  Bahasa Inggris,STKIP Hermon Timika,S1,14,
10394,Pendidikan Fisika,STKIP Hunimua,S1,12,
10395,Pendidikan Matematika,STKIP Hunimua,S1,12,
10396,Pendidikan Ekonomi,STKIP Hunimua,S1,12,
10397,Pendidikan Guru Sekolah Dasar,STKIP Islam Sabilal Muhtadin Banjarmasin,S1,11,
10398,Pendidikan Anak Usia Dini,STKIP Islam Sabilal Muhtadin Banjarmasin,S1,11,
10399,Pendidikan Bahasa Inggris,STKIP Islam Sabilal Muhtadin Banjarmasin,S1,11,
10400,Pendidikan Biologi,STKIP Ita Wotu Nusa,S1,12,
10401,Pendidikan Guru Sekolah Dasar,STKIP Kie Raha,S1,12,
10402,Pendidikan Geografi,STKIP Kie Raha,S1,12,
10403,Pendidikan Ekonomi,STKIP Kie Raha,S1,12,
10404,Pendidikan Sejarah,STKIP Kie Raha,S1,12,
10405,Pendidikan Bahasa Inggris,STKIP Kristen Wamena,S1,14,
10406,Pendidikan Matematika,STKIP Kristen Wamena,S1,14,
10407,Pendidikan Bahasa Inggris,STKIP Kusumanegara,S1,3,
10408,Pendidikan Pancasila Dan Kewarganegaraan,STKIP Kusumanegara,S1,3,
10409,Pendidikan Olah Raga,STKIP Kusumanegara,S1,3,
10410,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP Kusumanegara,S1,3,
10411,Pendidikan Guru Sekolah Dasar,STKIP Kusumanegara,S1,3,
10412,Pendidikan Matematika,STKIP Kusumanegara,S1,3,
10413,Pendidikan Matematika,STKIP Labuhan Batu,S1,1,
10414,Pendidikan Ekonomi,STKIP Majenang,S1,6,
10415,Pendidikan Guru Sekolah Dasar,STKIP Majenang,S1,6,
10416,Pendidikan Matematika,STKIP Modern Ngawi,S1,7,
10417,Pendidikan Guru Sekolah Dasar,STKIP Modern Ngawi,S1,7,
10418,Pendidikan IPA,STKIP Modern Ngawi,S1,7,
10419,Pendidikan Ekonomi,STKIP Muhammadiyah Aceh Tengah,S1,13,
10420,Pendidikan Pancasila Dan Kewarganegaraan,STKIP Muhammadiyah Aceh Tengah,S1,13,
10421,Pendidikan Guru Sekolah Dasar,STKIP Muhammadiyah Bangka Belitung,S1,2,
10422,Pendidikan Bahasa Inggris,STKIP Muhammadiyah Bangka Belitung,S1,2,
10423,Pendidikan Matematika,STKIP Muhammadiyah Bangka Belitung,S1,2,
10424,Pendidikan Bahasa Inggris,STKIP Muhammadiyah Barru,S1,9,
10425,Pendidikan Guru Sekolah Dasar,STKIP Muhammadiyah Blora,S1,6,
10426,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Muhammadiyah Bogor,S1,4,
10427,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP Muhammadiyah Bogor,S1,4,
10428,Pendidikan Ekonomi,STKIP Muhammadiyah Bone,S1,9,
10429,Pendidikan Bahasa Indonesia,STKIP Muhammadiyah Bone,S1,9,
10430,Pendidikan Bahasa Inggris,STKIP Muhammadiyah Bone,S1,9,
10431,Pendidikan Pancasila Dan Kewarganegaraan,STKIP Muhammadiyah Bone,S1,9,
10432,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Muhammadiyah Bulukumba,S1,9,
10433,Pendidikan Bahasa Inggris,STKIP Muhammadiyah Bulukumba,S1,9,
10434,Pendidikan Biologi,STKIP Muhammadiyah Bulukumba,S1,9,
10435,Pendidikan Matematika,STKIP Muhammadiyah Kalabahi,S1,15,
10436,Pendidikan Guru Sekolah Dasar,STKIP Muhammadiyah Kalabahi,S1,15,
10437,Pendidikan Tekn. Informasi & Komunikasi,STKIP Muhammadiyah Kuningan,S1,4,
10438,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Muhammadiyah Lumajang,S1,7,
10439,Pendidikan Guru Sekolah Dasar,STKIP Muhammadiyah Manokwari,S1,14,
10440,Pendidikan  Bahasa Inggris,STKIP Muhammadiyah Muara Bungo,S1,10,
10441,Pendidikan Guru Sekolah Dasar,STKIP Muhammadiyah Muara Bungo,S1,10,
10442,Bimbingan Dan Konseling,STKIP Muhammadiyah Palopo,S1,9,
10443,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP Muhammadiyah Palopo,S1,9,
10444,Pendidikan Bahasa Inggris,STKIP Muhammadiyah Sampit,S1,11,
10445,Bimbingan Dan Konseling,STKIP Muhammadiyah Sampit,S1,11,
10446,Pendidikan Ekonomi,STKIP Muhammadiyah Sampit,S1,11,
10447,Pendidikan Matematika,STKIP Muhammadiyah Sampit,S1,11,
10448,Pendidikan Teknologi Informasi,STKIP Muhammadiyah Sorong,S1,14,
10449,Pendidikan Ilmu Pengetahuan Alam,STKIP Muhammadiyah Sorong,S1,14,
10450,Pendidikan Biologi,STKIP Muhammadiyah Sorong,S1,14,
10451,Pendidikan Pancasila Dan Kewarganegaraan,STKIP Muhammadiyah Sorong,S1,14,
10452,Pendidikan Bahasa Indonesia,STKIP Muhammadiyah Sungai Penuh,S1,10,
10453,Pendidikan Olahraga,STKIP Muhammadiyah Sungai Penuh,S1,10,
10454,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Mutiara Banten,S1,4,
10455,Pendidikan Jasmani Kesehatan Dan Rekreasi,STKIP Mutiara Banten,S1,4,
10456,Pendidikan Anak Usia Dini,STKIP Mutiara Banten,S1,4,
10457,Pendidikan Jasmani Kesehatan Dan Rekreasi,STKIP Nahdlatul Ulama Indramayu,S1,4,
10458,Pendidikan Guru Sekolah Dasar,STKIP Nahdlatul Ulama Indramayu,S1,4,
10459,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Nahdlatul Ulama Indramayu,S1,4,
10460,Pendidikan Ekonomi,STKIP Nahdlatul Ulama Kabupaten Tegal,S1,6,
10461,Bimbingan Dan Konseling,STKIP Nahdlatul Ulama Kabupaten Tegal,S1,6,
10462,Pendidikan Informatika,STKIP Nahdlatul Ulama Kabupaten Tegal,S1,6,
10463,Pendidikan Ekonomi,STKIP Nasional,S1,10,
10464,Pendidikan Guru Sekolah Dasar,STKIP Nasional,S1,10,
10465,Pendidikan Ekonomi,STKIP Nias Selatan,S1,1,
10466,Pendidikan Pancasila Dan Kewarganegaraan,STKIP Nias Selatan,S1,1,
10467,Pendidikan Bahasa Inggris,STKIP Nias Selatan,S1,1,
10468,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Nias Selatan,S1,1,
10469,Pendidikan Matematika,STKIP Nias Selatan,S1,1,
10470,Pendidikan Biologi,STKIP Nias Selatan,S1,1,
10471,Bimbingan Konseling,STKIP Nias Selatan,S1,1,
10472,Pendidikan Bahasa Dan Sastra Indonesia,STKIP Nurul Huda Di Sukaraja,S1,2,
10473,Pendidikan Guru Madrasah Ibtidaiyah,STKIP Nurul Huda Di Sukaraja,S1,2,
10474,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP Nusa Bunga Floresta,S1,15,
10475,Pendidikan Bahasa Inggris,STKIP Nusa Bunga Floresta,S1,15,
10476,Pendidikan Bahasa Inggris,STKIP Pamane Talino,S1,11,
10477,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP Panca Sakti Bekasi,S1,4,
10478,Pendidikan Ekonomi,STKIP Panca Sakti Bekasi,S1,4,
10479,Pendidikan Bahasa Inggris,STKIP Panca Sakti Bekasi,S1,4,
10480,Pendidikan Bahasa Inggris,STKIP PANCAKARYA,S1,4,
10481,Bahasa Dan Sastra Indonesia,STKIP PANCAKARYA,S1,4,
10482,Pendidikan Guru Sekolah Dasar,STKIP Pangeran Antasari,S1,1,
10483,Pendidikan Teknologi Informasi,STKIP Pangeran Antasari,S1,1,
10484,Pendidikan Matematika,STKIP Pangeran Antasari,S1,1,
10485,Pendidikan Vokasional Desain Fashion,STKIP Pangeran Antasari,S1,1,
10486,Pendidikan Biologi,STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu,S1,4,
10487,Pendidikan Ekonomi,STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu,S1,4,
10488,Pendidikan Matematika,STKIP Paracendekia N W Sumbawa,S1,8,
10489,Pendidikan Matematika,STKIP Paris Barantai,S1,11,
10490,Pendidikan Olahraga,STKIP Pelita Nusantara Buton,S1,9,
10491,Pendidikan Matematika,STKIP Pelita Nusantara Buton,S1,9,
10492,Pendidikan Guru Sekolah Dasar,STKIP Pelita Nusantara Buton,S1,9,
10493,Pendidikan Geografi,STKIP Pelita Nusantara Buton,S1,9,
10494,Pendidikan Guru Sekolah Dasar,STKIP Pelita Pratama,S1,4,
10495,Pendidikan Biologi,STKIP Pembangunan Indonesia,S1,9,
10496,Pendidikan Ekonomi,STKIP Pembangunan Indonesia,S1,9,
10497,Pendidikan Matematika,STKIP Pembangunan Indonesia,S1,9,
10498,Pendidikan Matematika,STKIP Persada Khatulistiwa,S1,11,
10499,Pendidikan Guru Sekolah Dasar,STKIP Persada Khatulistiwa Sintang,S1,11,
10500,Pendidikan Biologi,STKIP Persada Khatulistiwa Sintang,S1,11,
10501,Pendidikan Bahasa Inggris,STKIP Persada Khatulistiwa Sintang,S1,11,
10502,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP Persada Khatulistiwa Sintang,S1,11,
10503,Pendidikan Komputer,STKIP Persada Khatulistiwa Sintang,S1,11,
10504,Pendidikan Bahasa Inggris,STKIP Persatuan Islam,S1,4,
10505,Pendidikan Sejarah,STKIP Persatuan Islam,S1,4,
10506,Pendidikan Matematika,STKIP Pesisir Selatan,S1,10,
10507,Pendidikan Teknologi Informatika Dan Komputer,STKIP Pesisir Selatan,S1,10,
10508,Pendidikan Geografi,STKIP Pesisir Selatan,S1,10,
10509,Pendidikan Bahasa Inggris,STKIP Pesisir Selatan,S1,10,
10510,Pendidikan Bahasa Indonesia,STKIP PGRI Bandar Lampung,S2,2,
10511,Pendidikan Bahasa Dan Sastra Indonesia,STKIP PGRI Bandar Lampung,S1,2,
10512,Bimbingan Dan Konseling,STKIP PGRI Bandar Lampung,S1,2,
10513,Pendidikan Matematika,STKIP PGRI Bandar Lampung,S1,2,
10514,Pendidikan Ekonomi,STKIP PGRI Bandar Lampung,S1,2,
10515,Pendidikan Sejarah,STKIP PGRI Bandar Lampung,S1,2,
10516,Pendidikan Guru Sekolah Dasar,STKIP PGRI Bandar Lampung,S1,2,
10517,Pendidikan Bahasa Inggris,STKIP PGRI Bandar Lampung,S1,2,
10518,Pendidikan Guru Sekolah Dasar,STKIP PGRI Bangkalan,S1,7,
10519,Pendidikan Bahasa Dan Sastra Indonesia,STKIP PGRI Bangkalan,S1,7,
10520,Pendidikan Olah Raga,STKIP PGRI Bangkalan,S1,7,
10521,Pendidikan Pancasila Dan Kewarganegaraan,STKIP PGRI Bangkalan,S1,7,
10522,Pendidikan Matematika,STKIP PGRI Bangkalan,S1,7,
10523,Pendidikan Ekonomi,STKIP PGRI Bangkalan,S1,7,
10524,Pendidikan Bahasa Inggris,STKIP PGRI Banjarmasin,S1,11,
10525,Pendidikan Teknologi Informasi,STKIP PGRI Banjarmasin,S1,11,
10526,Pendidikan Guru Sekolah Dasar,STKIP PGRI Banjarmasin,S1,11,
10527,Pendidikan Matematika,STKIP PGRI Blitar,S1,7,
10528,Pendidikan Pancasila Dan Kewarganegaraan,STKIP PGRI Blitar,S1,7,
10529,Pendidikan Ekonomi,STKIP PGRI Jombang,S1,7,
10530,Pendidikan Bahasa Dan Sastra Indonesia,STKIP PGRI Jombang,S1,7,
10531,Pendidikan Pancasila Dan Kewarganegaraan,STKIP PGRI Jombang,S1,7,
10532,Pendidikan Bahasa Inggris,STKIP PGRI Jombang,S1,7,
10533,Pendidikan Matematika,STKIP PGRI Jombang,S2,7,
10534,Pendidikan Matematika,STKIP PGRI Jombang,S1,7,
10535,Pendidikan Ekonomi,STKIP PGRI Jombang,S2,7,
10536,Pendidikan Jasmani,STKIP PGRI Jombang,S1,7,
10537,Pendidikan Bahasa Indonesia,STKIP PGRI Jombang,S2,7,
10538,Pendidikan Ekonomi,STKIP PGRI Lamongan,S1,7,
10539,Pendidikan Pancasila Dan Kewarganegaraan,STKIP PGRI Lamongan,S1,7,
10540,Pendidikan Bahasa Inggris,STKIP PGRI Lubuk Linggau,S1,2,
10541,Pendidikan Guru Sekolah Dasar,STKIP PGRI Lubuk Linggau,S1,2,
10542,Pendidikan Matematika,STKIP PGRI Lubuk Linggau,S1,2,
10543,Pendidikan Bahasa Dan Sastra Indonesia,STKIP PGRI Lubuk Linggau,S1,2,
10544,Pendidikan Sejarah,STKIP PGRI Lubuk Linggau,S1,2,
10545,Pendidikan Ekonomi,STKIP PGRI Lumajang,S1,7,
10546,Pendidikan Bahasa Dan Sastra Indonesia,STKIP PGRI Metro,S1,2,
10547,Pendidikan Bahasa Inggris,STKIP PGRI Metro,S1,2,
10548,Pendidikan Guru Sekolah Dasar,STKIP PGRI Metro,S1,2,
10549,Pendidikan Sains,STKIP PGRI Nganjuk,S1,7,
10550,Pendidikan Pancasila Dan Kewarganegaraan,STKIP PGRI Nganjuk,S1,7,
10551,Pendidikan Jasmani Kesehatan Dan Rekreasi,STKIP PGRI Pacitan,S1,7,
10552,Pendidikan Bahasa Dan Sastra Indonesia,STKIP PGRI Pacitan,S1,7,
10553,Pendidikan Sejarah,STKIP PGRI Pacitan,S1,7,
10554,Pendidikan Ekonomi,STKIP PGRI Pasuruan,S1,7,
10555,Pendidikan Guru Pendidikan Anak Usia Dini,STKIP PGRI Ponorogo,S1,7,
10556,Pendidikan Bahasa Inggris,STKIP PGRI Ponorogo,S1,7,
10557,Pendidikan Bahasa Dan Sastra Indonesia,STKIP PGRI Ponorogo,S1,7,
10558,Pendidikan Bahasa Jawa,STKIP PGRI Ponorogo,S1,7,
10559,Pendidikan Pancasila Dan Kewarganegaraan,STKIP PGRI Sampang,S1,7,
10560,Pendidikan Bahasa Dan Sastra Indonesia,STKIP PGRI Sampang,S1,7,
10561,Pendidikan Sejarah,STKIP PGRI Sidoarjo,S1,7,
10562,Pendidikan Bahasa Inggris,STKIP PGRI Sidoarjo,S2,7,
10563,Pendidikan Guru Sekolah Dasar,STKIP PGRI Sidoarjo,S1,7,
10564,Pendidikan Pancasila Dan Kewarganegaraan,STKIP PGRI Sukabumi,S1,4,
10565,Pendidikan Ekonomi,STKIP PGRI Sukabumi,S1,4,
10566,Pendidikan Informatika,STKIP PGRI Sumatera Barat,S1,10,
10567,Pendidikan Fisika,STKIP PGRI Sumatera Barat,S1,10,
10568,Pendidikan Biologi,STKIP PGRI Sumatera Barat,S1,10,
10569,Pendidikan Ekonomi,STKIP PGRI Sumatera Barat,S1,10,
10570,Pendidikan Bahasa Inggris,STKIP PGRI Sumatera Barat,S1,10,
10571,Pendidikan Matematika,STKIP PGRI Sumatera Barat,S1,10,
10572,Pendidikan Geografi,STKIP PGRI Sumatera Barat,S1,10,
10573,Pendidikan Akuntansi,STKIP PGRI Sumatera Barat,S1,10,
